,Hotel_Name,City_Name,country_name,Rating,Price/Night,Amenities,Description,Review1,Review2
942,Mystic orchid Retreat,kalimpong,India,4.3,1371,"['Doctor On Call', 'Indoor Entertainment', 'Laundry Service', 'Room Service']","Mystic Orchid Retreat, Ganesh Villa, Beside Bhutan House ( 2nd Gate, Kalimpong - 734301","In A Word 'Great'. It's an ideal place of you are looking for a weekend retreat. It's in Kalimpong but still away from the hustle and bustle. Actually you have to cross the city if you are coming from Teesta Bazar and go towards Algarah, just cross the way that goes to Dr. Graham's Home and you will reach there. The place is well thought of and built beautifully. You have options of taking cottages as well. The rooms were good, big enough and well lit. The staff was professional and courteous. I ...more",excellent stay....Very helpful staffs
943,Hotel Aashiyana,kalimpong,India,4.1,612,"['Power backup', 'Restaurant/Coffee Shop', 'CCTV surveillance', 'Indoor Entertainment']","Trimoti Shopping Complex, 9th Mile Tri Murti Shopping Complex, Kalimpong 734301, India","Manager was very helpful,food was also very testy & reasonable price but problem is very dirty room & water problem", & water problem
944,Mayfair Himalayan Spa Resort,kalimpong,India,4.6,5063,"['Doctor On Call', 'Air Conditioning', 'Parking Facility', 'Room Service']","Upper Cart Road, Near Kalimpong Municipality Office, Kalimpong - 754024","It was an amazing experience in Mayfair. strongly suggest to board in here. The food was very good. No words for Kanchenjunga View point.
1. Room 2. Hospitality 3. Value for money.","It was a really great stay.
All facilities were on point, no inconvenience was caused.
Ambience and food both were superb."
945,Mystery Garden,kalimpong,India,4.3,1252,"['Smoking Rooms Available', 'Power backup', 'Outdoor Activities', 'Daily housekeeping']","Takna Gumba,Dokan Dara PO, Lolay Gram panchayat Kalimpong(20 km from Kalimpong) - 734301","The homestay was awesome. Owners were very freindly and caring,foods were tasty and reasonable. Rooms were clean. We were overwhelmed by their gestures of hospitality. The homestay owners has 2 beautiful dogs. 😁. The property is highly recommended.","People's behaviors are good and polite. But it's not a suitable for family or couple. Because it's very off-site place. You can't get anything around this hotel and it's not in lolegaon. It's in 4.4km from lolegaon. You can't see any view from here. Fooding quality is very poor and cost is very high, which is not satisfactory. Also the room service are not available and room quality not standard. You can only enjoy if you're bechelor and want some party with bonfire and beer then one day is ok."
946,The Atrium Park,kalimpong,India,4.1,756,"['Dining', 'Outdoor Activities', 'Room Service', 'Daily housekeeping']","B.L. Dixit Road, P.O. Kalimpong - 734301","overwhelming welcome from the Owner of The Atrium Park, provided all the facilities from Home made food to Share CAB, great natural view from the room...all in all great experience...food was just awesome!","We were overwhelmed by the courteous behaviour of Pradhan uncle and Usha aunty.We had a pleasant stay there.The home stay is situated in a beautiful place with nice mountain view rooms. The bathrooms are neat and clean.What a delicious food prepared by Usha aunty, mouthwatering..And our experience with their three doggies- Snoopy, Jimmy and Brownie needs a special mention."
947,The Elgin Silver Oaks,kalimpong,India,4.5,5191,"['Indoor Entertainment', 'Conference Room', 'Outdoor Activities', 'Laundry Service']","Rinking Pong Road, Kalimpong - 734301",One of the most beautiful locations and such a great service. highly recommended.,A pleasant stay in a colonial property. Mesmerising view of the hill terrains and Kalimpong City.A wise breakfast spread and overall amazinv experience.
948,Roots Shoots And Beds,kalimpong,India,4.4,2050,"['Parking Facility', 'Outdoor Activities', 'Room Service', 'Daily housekeeping']","Near Sakya Monastery, Kamal Kutir Complex 11th Mile, Kalimpong - 734316","The overall experience was awesome. Located close to the nature managed by good people, good service, good rooms and homely environment. What else you need and that too at a reasonable rate?? ""Siris"" is a cozy haven....! + Food is good which is an add on!!","It was a pleasant stay at Root shoot n beds, we got the best room with the view and the property is well decorated.Food is really good and the owners are very friendly and helpful ."
949,Conifers homestay,kalimpong,India,3.9,1135,"['Dining', 'Daily housekeeping', 'Kitchen']","Burmaik, Munsoeng Road, Cinchona Plantation, P.O. Munsong, Ramdhura Pin 734315, Kalimpong",Conifers Homestay was excellent. Room was fine but it could be better. Washroom needs improvement as there was no geyser since they provided hot water in bucket. Staff was good and we had a lunch & dinner food quality was average. This property is not located in the main town it is bit far from Kalimpong.,Excellent view to watch Khanjunga
950,loleygaon Homestay,kalimpong,India,4.3,1481,"['Restaurant/Coffee Shop', 'Laundry Service', 'Daily housekeeping', 'Outdoor Activities']","P.O. Kaffer, Sailung Bazaar, Kaffir Khasmahal, Kafer, District Kalimpong, PIN-734314",Overall good....but needs to improve the cleanliness of the toilet and the room.,our stay in lolegaon homestay was wonderful. Their service and hospitality are truely remarkable. The property is in nice location and rooms are clean.
951,Hotel classic,kalimpong,India,3.2,910,"['Free Internet', 'Power backup', 'Daily housekeeping', 'Room Service']","D.S.Gurung Road, Lalgalli, Kalimpong - 734316",Location is good. Taxi stand and bus stand are nearby. Service and food is good.,"Such a cheap hotel.All the stuff are quite friendly,room was average type.Room service quite good.Hotel located in the centre of kalimpong city.Ambiance is quite silent.I'm satisfied what I paid."
952,Courtyard by Marriott Siliguri,siliguri,India,4.7,3572,"['Doctor On Call', 'Free Internet', 'Air Conditioning', 'Swimming Pool']","Mallaguri, Hill Cart Road, 734003 Siliguri, India","This is the best Hotel to Stay in Siliguri. one of the best location. what I would say , it's a great experience to stay in this hotel . Best quality service , Very well behaved and professional staff , great food .
Smooth Check In process and Quality of Room.","The property was good and the Service was just amazing. The staff at the reception was very polite and courteous. The restaurant breakfast buffet was also very good and had a great spread. The view of the swimming pool is amazing. The rooms are great for the price point.
They were very accomodating for any request for infants in the restaurant or the reception or the housekeeping."
953,Hotel Suktara International,siliguri,India,4.1,1433,"['Doctor On Call', 'Free Internet', 'Air Conditioning', 'Indoor Entertainment']",Hill Cart road Siliguri Junction Railway Station - 734003,"superb hotel, next to Siliguri junction. clean n comfortable rooms .courteous staff. surely recommended .","The location of the hotel is good as its just beside the main bus stand and railway station. Being on hill cart road all important places are nearby.
Room is big and clean but since they have no separate non smoking room one might get some smell
Breakfast is not buffet and one gets a choice between 2-3 items
All in all a decent stay"
954,The Loft Hotel,siliguri,India,4.6,1467,"['Free Internet', 'Air Conditioning', 'Parking Facility', 'Conference Room']","01, ANNAPURNA RESIDENCY, NIVEDITA ROAD ,PRADHAN NAGAR, Siliguri, Darjeeling, - 734003",The check in and check out process it smooth. The rooms are very spacious and clean. Staff is polite and humble. Loved my stay at Loft. The location is ideal just 1 km walk from siliguri station.,"stay at loft was wonderful, it was our transit stay at siliguri and this is the best hotel to choose if u want convinence and good service with excellent food.
room and bathroom is spacious and clean with all amenities.
they also arrange for a cab till bagdogra airport for 550rs.
food was yum and restaurant staff was very profesional. good place to stay in siliguri undoubtedly.
good rooms and good service"
955,"Lemon Tree Hotel,Siliguri",siliguri,India,4.5,3415,"['Free Internet', 'Air Conditioning', 'Conference Room', 'Banquet hall']","Lemon Tree Hotel, Siliguri 3rd Mile, Sevoke Road, Siliguri, West Bengal - 734008","Pleasant stay with good service provided by staff.
Good food and cosy stay",The room was clean and cozy.The breakfast was very tasty with lots of options.Had a wonderful time.
956,JAGJEET BALAJI INN,siliguri,India,4.2,1048,"['Free Internet', 'Conference Room', 'Banquet hall', 'Travel Assistance']","LB Sarani, Near Post Office, Ward, Pradhan Nagar, Siliguri, 734001 - 734003","Clean and good rooms, service is also nice and food is of good quality.","always good stay in jagjeet balaji inn ,
staff behavior is very good specially mr. kunal and ali bhai .
neat and clean place , food is to good
thank you goibibo"
957,Mount Milestone Hotel and Banquets.,siliguri,India,4.2,1752,"['Doctor On Call', 'Free Internet', 'Air Conditioning', 'Conference Room']","Opposite Bhakti Nagar Police Station, 2nd Mile Check post, Sevoke Road. Siliguri - 734001","Room are very specious, food quality is Also good. on highway, so going anywhere is very much easy . staff are cooperative and helpful.","The location is great. Food is awesome. A bit expensive restro but worth the taste. Nearby to Vega mall, so no worries about shopping and movies. The staff is good. Always ready to help. Basically go for it kinda hotel
Easy hassle free check in. Good for solo travellers"
958,CHAS Swastik Regency,siliguri,India,4,1240,"['Air Conditioning', 'Banquet hall', 'Restaurant/Coffee Shop', 'Laundry Service']","Hill Cart Road, Near Gurung Basty More, Behind Hotel Rajdarbar, Siliguri-734003, India","Very well maintained Property located just walking distance from Siliguri Junction, Hygienic Rooms with neat & clean Linens, Food quality is superb, Spacious Reception Area, Friendly & courteous staff, Surely recommend to my friends....",nice hotel near by siliguri railway station very clean room food quality is also good hotel staff is well trained.
959,HOTEL NILADRII GALAXY,siliguri,India,4.4,820,"['Doctor On Call', 'Air Conditioning', 'Parking Facility', 'Laundry Service']","Sevoke Road Bye Lane, Opp Nanak Tower, Bidhan Market Road, Siliguri - 734001","Nice Room, clean washroom, cooperative staff, good location, near sevoke road business centre and foreign goods Honking Market, I filled very nice in this hotel.","friendly staff
very clean room
clean bedsheet and blanket
super clean toilets
everything works perfectly
food is 4/5.
over all beautiful experience
the hotel's location is brilliant
placed right at the heart of vidhan market."
960,Hotel Sagar Residency,siliguri,India,4.2,1576,"['Power backup', 'Parking Facility', 'Room Service', 'Restaurant/Coffee Shop']","Siliguri Industrial Estate, Sevoke Road,Only 12 KM from Bagdogra Airport - 734001",It was an excellent experience. Staffs ate polite and well behaved. Room sevice is good. Rooms are quite spacious and very clean.,"A very pleasant stay. Rooms are spacious, hotel staff are good.
Located near to the cosmos mall, this hotel offers very clean and comfortable accommodation in spacious rooms."
961,CHAS Rajdarbar Hotel and Banquet,siliguri,India,3.9,1170,"['Doctor On Call', 'Free Internet', 'Conference Room', 'Banquet hall']","Hill Cart Road, Near Mahananda Bridge, Patiram Jote More, Siliguri- 734001, India","Though room was really good and food is also great, the main drawback which i notived is that the have a central heater at the roof from where they supply hot water for washrooms for entire hotel. There is no individual geyser attached in any bathroom.
Also they have window ac instead of slit ac.
Otherwise great hotel at great location."," and food is also great, the main drawback which i notived is that the have a central heater at the roof from where they supply hot water for washrooms for entire hotel. There is no individual geyser attached in any bathroom.
Also they have window ac instead of slit ac.
Otherwise great hotel at great location."
